,Latitude,Longitude,MedInc
12158,33.83,-117.11,3.8036
12453,33.52,-114.57,2.0833
6079,34.09,-117.85,6.4667
5457,34.0,-118.47,2.2880000000000003
17464,34.42,-119.88,3.6304
11349,33.76,-117.91,3.8506
12057,33.88,-117.59,2.4387
4131,34.13,-118.2,3.5349
16351,38.02,-121.36,4.1719
15408,33.22,-117.23,2.0246
17003,37.55,-122.29,4.39
4134,34.13,-118.22,3.3542
9275,38.11,-122.57,3.4705
861,37.58,-121.98,3.6832
13404,34.1,-117.46,2.5833
16575,37.75,-121.43,3.1333
1942,38.65,-120.93,4.5568
10295,33.86,-117.81,3.5625
4331,34.08,-118.32,2.4196
14119,32.75,-117.09,1.6034
3970,34.19,-118.56,4.8125
18501,37.19,-121.59,15.0001
12851,38.68,-121.37,3.5429
13193,34.07,-117.69,3.8586
2775,33.43,-114.73,0.8964
4145,34.12,-118.19,2.7012
18827,41.66,-122.26,2.1607
2411,36.61,-119.46,3.625
15457,33.18,-117.28,6.2096
1546,37.74,-121.95,6.3325
6953,33.98,-118.06,3.3562
3135,35.03,-117.68,3.4338
13232,34.14,-117.68,6.9532
15627,37.8,-122.4,4.775
19864,36.35,-119.37,5.3767
14715,32.8,-117.05,6.4797
3805,34.21,-118.44,3.2448
19333,38.58,-122.72,5.0555
16840,37.63,-122.46,5.0479
15160,32.97,-117.04,4.5746
6774,34.12,-118.15,3.8529
14062,32.74,-117.12,3.79
10020,39.18,-121.16,3.1042
3327,38.89,-122.83,3.4514
7382,33.97,-118.25,1.7708
1262,37.98,-121.72,5.0468
13117,38.4,-121.22,4.6989
13455,34.11,-117.39,4.8889
6582,34.21,-118.2,6.7571
5021,33.99,-118.33,2.8542
12583,38.52,-121.43,1.3927
14995,32.73,-117.04,3.2717
11413,33.7,-117.95,5.343
9802,36.56,-121.92,2.7039
4108,34.13,-118.37,8.5677
5213,33.93,-118.28,0.4999
3255,35.99,-120.12,2.25
7323,33.98,-118.18,2.1836
2690,32.97,-115.52,1.975
14501,32.86,-117.23,3.045
4627,34.07,-118.31,2.3105
17870,37.43,-121.91,4.8304
1319,38.03,-121.88,4.1111
16590,37.74,-121.44,3.1319
5162,33.95,-118.29,1.6029
7226,34.02,-118.16,2.5313
17232,34.43,-119.69,2.875
12192,33.67,-117.38,2.2423
4529,34.05,-118.22,1.2
11667,33.85,-118.01,4.6326
12380,33.77,-116.47,4.4107
9941,38.17,-122.25,4.2955
6336,33.99,-117.97,5.7268
6982,33.96,-118.01,5.3054
10066,39.39,-120.74,1.3523
917,37.52,-121.97,5.0824
13288,34.07,-117.66,2.9474
570,37.72,-122.24,7.611000000000001
3414,34.27,-118.38,2.8214
18967,38.25,-122.03,3.1389
14806,32.68,-117.18,3.25
7031,33.97,-118.1,2.9821
6837,34.08,-118.12,3.2344
13878,34.44,-117.35,3.1821
14026,32.76,-117.15,2.6518
14232,32.68,-117.04,4.375
2217,36.83,-119.83,6.9903
19584,37.59,-120.59,5.6945
17253,34.42,-119.71,2.925
2827,35.43,-119.09,4.8571
17829,37.4,-121.86,6.5226
4996,33.99,-118.3,1.9853
3262,39.17,-122.9,2.575
6838,34.07,-118.13,3.085
19228,38.48,-122.66,4.2051
5741,34.17,-118.25,5.1242
650,37.72,-122.14,2.983
11094,33.84,-117.88,3.5893
15407,33.22,-117.23,1.808
5395,34.04,-118.37,2.25
7082,33.94,-118.01,4.2708
18267,37.36,-122.07,7.5
3521,34.27,-118.49,4.58
10922,33.73,-117.9,4.1
17958,37.33,-121.98,5.9567
4478,34.07,-118.17,3.4952
5660,33.73,-118.31,4.2059
9788,35.91,-120.51,5.3245
67,37.8,-122.29,2.6094
10776,33.65,-117.9,4.4135
13519,34.2,-117.35,4.4367
16889,37.59,-122.37,3.4412
3839,34.18,-118.43,2.6364
15715,37.79,-122.45,3.7188
8305,33.76,-118.12,7.0796
919,37.51,-121.96,4.4107
10701,33.61,-117.7,3.6484
165,37.8,-122.25,2.1429
18434,37.26,-121.84,5.0509
16800,37.67,-122.42,5.1205
6644,34.16,-118.15,1.6887
14334,32.72,-117.16,1.2668
16285,37.92,-121.28,2.4412
14282,32.72,-117.13,1.901
4594,34.05,-118.28,1.4615
10698,33.6,-117.75,4.9
13299,34.08,-117.64,2.4464
2850,35.38,-118.96,3.6734
12638,38.54,-121.45,1.7891
20551,38.69,-121.78,2.6774
4460,34.1,-118.18,4.975
14908,32.62,-117.05,4.2851
6623,34.18,-118.14,3.9688
9306,37.99,-122.54,7.3521
19040,38.36,-122.0,3.3438
8490,33.9,-118.29,1.7714
9867,36.61,-121.84,2.5663
2735,32.79,-115.56,1.1707
5669,33.73,-118.3,3.5694
12031,33.92,-117.46,3.5208
2378,36.71,-119.55,1.9076
15623,37.8,-122.41,5.4378
4172,34.1,-118.23,2.712
12391,33.74,-116.41,3.3639
12742,38.62,-121.36,3.0580000000000003
16103,37.76,-122.5,3.3393
19494,37.67,-121.01,3.0721
14010,32.76,-117.19,5.7914
365,37.75,-122.13,4.975
2103,36.74,-119.77,3.3125
689,37.7,-122.12,2.679
18560,36.87,-122.05,3.8269
9732,36.81,-121.69,4.5272
5710,34.21,-118.23,3.4148
16034,37.72,-122.46,3.3208
15228,33.07,-117.2,5.9289
1093,39.71,-121.89,3.7007
6718,34.13,-118.16,7.723
20490,34.27,-118.68,5.477
15899,37.75,-122.41,3.7813
16544,37.8,-121.23,2.2254
203,37.78,-122.23,1.4844
18497,36.99,-121.54,3.2614
19566,37.61,-120.96,1.9444
4933,34.0,-118.26,1.9208
10006,39.03,-121.06,3.8417
20603,39.13,-121.54,1.3375
1230,38.31,-120.55,1.625
15796,37.76,-122.42,2.5403
7957,33.88,-118.17,3.0893
19713,39.25,-121.71,4.0
18472,37.12,-121.63,2.4821
17600,37.3,-121.9,5.0360000000000005
4251,34.1,-118.36,2.9760000000000004
15020,32.79,-117.03,4.2992
13440,34.08,-117.42,3.4844
12226,33.63,-116.92,2.8125
4334,34.08,-118.32,4.1429
10744,33.61,-117.92,10.3048
20152,34.46,-119.26,4.0074
16767,37.69,-122.49,4.9375
13680,34.06,-117.24,3.2604
7485,33.92,-118.21,2.5833
12945,38.65,-121.27,5.2949
4886,34.02,-118.26,1.3134
857,37.6,-122.09,2.9706
16754,37.71,-122.47,3.5
6539,34.04,-118.04,3.0
19601,37.57,-120.98,2.6406
12682,38.55,-121.4,5.0
10539,33.48,-117.7,6.3088
8841,34.09,-118.38,3.5659
6859,34.05,-118.15,3.5089
10973,33.76,-117.85,2.8828
17115,37.48,-122.17,5.9629
10625,33.72,-117.77,7.8139
954,37.64,-121.92,5.1406
7404,33.96,-118.21,2.1389
5944,34.13,-117.88,4.0023
53,37.82,-122.27,1.2475
6410,34.11,-118.02,3.8029
3516,34.25,-118.48,5.1619
11748,38.82,-121.14,5.07
489,37.86,-122.25,3.0417
13145,38.26,-121.51,1.6458
15935,37.73,-122.41,4.0642
18648,36.96,-121.99,4.7321
20291,34.17,-119.19,4.2583
17607,37.29,-121.9,7.8575
11705,39.17,-120.1,1.7083
2972,35.34,-119.08,5.4449
19091,38.23,-122.61,2.9871
2942,35.37,-118.97,1.7197
3163,35.2,-118.83,2.1357
2618,40.93,-124.11,2.7639
8235,33.77,-118.18,1.5
11618,33.79,-118.05,3.2465
11763,38.73,-121.28,5.419
11577,33.76,-118.0,3.0625
2854,35.38,-118.95,3.725
3439,34.27,-118.41,2.9219
1892,38.92,-120.0,3.5
19980,36.2,-119.08,2.4554
15768,37.77,-122.44,5.1788
13006,38.67,-121.28,5.4797
11767,38.74,-121.28,4.05
670,37.69,-122.16,3.7813
20082,38.04,-120.3,3.2875
15240,33.0,-117.24,7.5975
14896,32.6,-117.07,1.9267
9471,39.42,-123.85,1.7574
20499,34.3,-118.71,6.3199
897,37.53,-121.96,4.9615
3306,38.96,-122.64,1.7273
8026,33.83,-118.11,4.2703
10858,33.71,-117.86,3.375
2890,35.39,-118.98,1.1875
14394,32.75,-117.24,2.79
17351,34.88,-120.41,3.5288
8397,33.95,-118.36,4.1635
14005,32.76,-117.18,4.7396
16386,38.05,-121.27,3.4107
14162,32.77,-117.05,1.8899
11996,33.94,-117.53,4.2263
634,37.71,-122.16,4.5553
12508,38.57,-121.45,5.1169
16915,37.56,-122.35,14.4219
19225,38.48,-122.72,6.0298
6476,34.09,-118.08,3.7222
15169,33.01,-117.06,3.5192
4177,34.1,-118.23,2.1687
19064,38.34,-122.44,1.9487
20356,34.18,-118.96,6.1306
11064,33.79,-117.87,4.192
10531,33.57,-117.71,4.045
5991,34.09,-117.71,4.1739
17239,34.43,-119.69,2.5104
2581,40.86,-124.08,1.1157
18911,38.14,-122.24,3.724
11999,33.94,-117.56,7.0215
8385,33.98,-118.36,4.4038
10674,33.63,-117.86,5.3099
9447,37.5,-119.8,3.1771
2104,36.75,-119.77,1.7083
19952,36.22,-119.34,3.0905
17799,37.38,-121.82,6.8462
3764,34.17,-118.41,3.875
4234,34.11,-118.3,6.9391
4994,33.99,-118.29,1.5846
5057,34.02,-118.35,1.4589
4434,34.07,-118.2,2.2708
11676,33.85,-118.0,4.0455
717,37.68,-122.09,2.8322
3816,34.19,-118.49,3.1667
6773,34.12,-118.15,3.8427
11186,33.83,-117.96,6.3214
10738,33.6,-117.91,5.1048
14671,32.81,-117.09,5.5673
9813,36.61,-121.92,3.1543
20081,38.02,-120.31,3.8203
9288,38.07,-122.41,6.0433
6811,34.1,-118.07,3.4375
3893,34.21,-118.56,3.7313
9359,37.95,-122.52,7.8904
15129,32.86,-116.91,2.5365
10655,33.67,-117.82,2.5197
3700,34.19,-118.36,4.1445
7374,33.97,-118.22,4.0609
6314,34.01,-117.98,5.7057
12816,38.63,-121.5,3.1944
3645,34.22,-118.45,2.0699
192,37.79,-122.25,2.1
13414,34.07,-117.47,1.5972
816,37.62,-122.04,4.2857
19879,36.35,-119.28,3.1111
15810,37.76,-122.43,4.75
6160,34.09,-117.94,2.1062
15641,37.8,-122.42,2.0987
4390,34.07,-118.26,2.625
11164,33.82,-118.0,4.5294
4927,34.0,-118.24,1.7132
5552,33.95,-118.38,2.5833
10799,33.62,-117.93,5.6315
18303,37.42,-122.13,3.5364
238,37.79,-122.21,2.4167
12207,33.52,-116.96,4.125
19919,36.3,-119.29,5.3495
11169,33.83,-117.98,3.2823
17151,37.43,-122.19,6.6136
4236,34.12,-118.31,8.0073
5618,33.78,-118.23,2.5588
17604,37.3,-121.89,5.3955
8640,33.87,-118.4,5.2276
5097,33.97,-118.3,2.1221
14665,32.8,-117.12,3.8125
2242,36.83,-119.78,2.3667
17213,34.44,-119.72,6.3997
3552,34.23,-118.61,6.1419
19586,37.61,-120.76,3.2604
8328,33.94,-118.29,1.6716
5628,33.76,-118.27,3.125
10602,33.67,-117.81,4.6019
4507,34.05,-118.19,2.7708
19035,38.36,-121.98,2.1067
12174,33.78,-117.23,1.9767
14453,32.84,-117.28,2.9306
16530,37.83,-121.2,4.4423
15093,32.82,-116.95,2.9161
19131,38.26,-122.73,4.385
2294,36.8,-119.74,2.4678
11803,38.89,-121.3,3.4706
20489,34.27,-118.68,4.0568
19024,38.34,-121.99,4.0433
14318,32.7,-117.14,1.9338
17558,37.32,-121.89,2.8864
8690,33.87,-118.33,6.4891
7081,33.94,-118.01,4.9191
4733,34.05,-118.36,3.0833
8912,34.02,-118.49,3.1635
13045,38.63,-121.24,7.2582
17161,37.38,-122.21,11.3176
19809,36.49,-118.96,1.742
11281,33.79,-117.95,5.6935
14955,32.75,-116.97,4.7973
19811,36.41,-118.86,3.0391
16980,37.57,-122.3,4.7917
19723,38.85,-121.67,1.7417
11510,33.74,-118.1,4.6528
5520,33.97,-118.39,6.5778
11821,38.93,-121.08,2.4278
2700,32.81,-115.37,1.7604
1700,37.97,-122.27,6.0666
13596,34.1,-117.3,2.5625
6968,33.98,-118.05,2.0147
19231,38.46,-122.65,4.0647
16322,37.99,-121.31,1.3729
6219,34.06,-117.91,5.112
17538,37.35,-121.89,2.925
86,37.81,-122.27,0.977
18737,40.56,-122.35,1.9
18716,40.62,-122.4,3.1439
15346,33.2,-117.37,2.0272
136,37.83,-122.19,6.8538
6972,33.98,-118.03,2.7578
11087,33.83,-117.9,3.8456
15721,37.78,-122.45,4.0
1200,39.36,-121.7,1.91
6121,34.12,-117.91,4.1944
15748,37.77,-122.44,2.0161
12127,33.92,-117.25,4.1482
18181,37.37,-122.03,4.6957
14125,32.75,-117.08,1.2347
13622,34.12,-117.27,1.462
6296,34.02,-117.91,3.2799
3927,34.18,-118.54,3.9632
14387,32.75,-117.23,2.4779
19451,37.68,-121.02,3.5489
3606,34.23,-118.48,4.5484
2330,36.82,-119.72,1.9483
11707,39.15,-120.06,1.1912
2187,36.74,-120.04,1.6168
195,37.8,-122.26,1.6929
12356,33.76,-116.57,3.1364
15954,37.71,-122.45,4.3846
14638,32.79,-117.19,3.8571
2668,33.19,-115.46,1.0
16625,35.37,-120.84,2.5552
15195,33.01,-116.99,7.7517
2761,33.33,-116.05,1.7292
2032,36.73,-119.76,1.8723
17028,37.52,-122.26,3.0833
5103,33.95,-118.3,3.1346
13652,34.04,-117.33,2.5187
1637,37.9,-122.2,10.3416
8312,33.77,-118.13,4.6852
11173,33.83,-117.97,4.0185
19186,38.46,-122.66,2.6023
3074,35.77,-119.24,1.7813
7296,33.98,-118.21,3.2788
3278,39.14,-122.7,3.3929
8003,33.86,-118.14,5.0106
17470,34.47,-119.81,7.4734
8326,33.94,-118.3,2.5679
13516,34.11,-117.35,3.0833
7352,33.98,-118.17,3.0938
13450,34.08,-117.41,3.5655
10751,33.61,-117.89,6.0247
7829,33.91,-118.15,4.0313
16446,38.15,-121.29,4.8787
7697,33.96,-118.12,6.0723
14427,32.8,-117.25,2.5813
5668,33.72,-118.3,3.3397
17618,37.28,-121.94,5.0822
10659,33.67,-117.81,6.3767
17063,37.49,-122.23,2.3333
8933,34.0,-118.48,3.6121
5307,34.05,-118.44,4.4674
17832,37.41,-121.86,5.5073
18683,36.98,-121.83,4.3321
12855,38.67,-121.37,2.2723
11035,33.78,-117.81,5.7934
5488,33.99,-118.45,4.5673
16678,35.13,-120.63,1.7878
8024,33.84,-118.11,4.625
10748,33.64,-117.88,8.5574
16873,37.6,-122.41,6.3719
690,37.7,-122.12,2.9922
12013,33.91,-117.57,5.3735
16986,37.55,-122.26,5.9572
10103,33.92,-117.97,3.0
1014,37.68,-121.77,4.6806
869,37.57,-122.05,6.1047
1993,36.73,-119.81,2.2206
10626,33.71,-117.77,8.1111
11949,33.94,-117.44,3.9118
14839,32.68,-117.1,1.7802
14924,32.63,-117.06,4.2204
10558,33.64,-117.72,2.2969
7610,33.88,-118.22,2.125
5283,34.06,-118.46,4.2554
4370,34.11,-118.28,5.4122
1361,38.02,-122.02,4.8693
1629,37.89,-122.16,8.7589
12625,38.49,-121.54,5.1442
1551,37.75,-121.94,6.6204
8252,33.78,-118.17,1.918
10442,33.41,-117.59,5.1298
14631,32.81,-117.21,5.5413
5039,33.99,-118.34,1.675
19942,36.25,-119.4,2.3
5694,34.25,-118.25,4.9355
5119,33.96,-118.29,1.3096
1134,39.75,-121.63,1.8616
10996,33.74,-117.83,3.0382
10278,33.88,-117.82,7.0526
10451,33.46,-117.67,5.3999
4017,34.15,-118.6,6.14
10409,33.66,-117.59,6.0722
2424,36.61,-119.54,1.4937
4138,34.12,-118.17,2.9154
12048,33.87,-117.5,5.0493
859,37.57,-121.97,4.6146
2962,35.34,-119.05,2.6637
2426,36.62,-119.5,2.2206
19159,38.36,-122.7,4.221
7674,33.92,-118.09,4.6976
19783,40.78,-122.93,2.3667
16753,37.7,-122.47,4.5341
4937,33.99,-118.26,1.8242
10896,33.73,-117.85,2.4539
5285,34.05,-118.46,3.7721
8367,33.98,-118.35,3.1194
12905,38.61,-121.33,2.7079
2093,36.76,-119.78,1.75
19018,38.34,-121.96,3.89
11336,33.76,-117.97,4.0508
11683,33.86,-117.99,3.0252
7817,33.89,-118.11,3.2069
1920,38.83,-120.87,2.8562
82,37.81,-122.28,1.5208
13318,34.07,-117.64,2.837
18234,37.4,-122.1,3.4868
4396,34.08,-118.27,3.2386
8475,33.91,-118.32,5.7528
1813,37.91,-122.31,2.7628
1271,37.93,-121.66,4.7426
15226,33.05,-117.24,5.3129
2994,35.32,-119.04,1.2
19609,37.47,-121.14,2.8833
15674,37.8,-122.44,3.9856
15438,33.2,-117.23,3.5109
19001,38.34,-121.92,6.1112
18235,37.4,-122.1,4.3077
2642,40.57,-123.96,2.3167
9280,38.11,-122.65,5.5524
17264,34.41,-119.71,2.6538
4195,34.11,-118.23,5.5051
13032,38.66,-121.19,6.1185
12768,38.61,-121.43,1.3696
12360,33.88,-116.53,4.6855
3849,34.18,-118.46,4.5081
20495,34.29,-118.71,5.2067
18965,38.26,-122.03,2.9576
16194,37.96,-121.3,1.7788
15253,33.02,-117.28,4.2356
16193,37.96,-121.3,3.6591
3554,34.23,-118.6,3.2564
13237,34.13,-117.69,7.9627
2600,41.11,-123.63,1.4911
17830,37.41,-121.85,6.6842
1518,37.92,-122.07,4.4312
4117,34.14,-118.22,5.5291
10825,33.65,-117.92,3.184
5755,34.18,-118.28,5.3185
5633,33.75,-118.28,1.8393
8399,33.95,-118.37,2.8438
19692,39.13,-121.61,1.4727
13065,38.56,-121.32,4.5766
7162,34.04,-118.17,1.625
14256,32.71,-117.11,1.7
11737,38.89,-121.08,2.6701
15441,33.19,-117.22,2.7019
1988,36.74,-119.81,1.5625
7737,33.94,-118.14,2.9205
16901,37.58,-122.34,3.8413
10561,33.62,-117.71,5.8898
201,37.78,-122.22,1.4886
19716,39.22,-121.64,3.8611
15166,32.95,-117.05,3.9531
4855,34.02,-118.31,1.3187
19480,37.66,-120.97,3.5395
9741,36.8,-121.64,4.5812
12502,38.57,-121.46,2.0549
15950,37.72,-122.44,3.4605
3765,34.18,-118.41,4.375
17930,37.35,-121.96,5.2019
13452,34.1,-117.41,3.1287
6432,34.12,-118.01,4.5491
7846,33.89,-118.16,2.1859
12253,33.73,-117.02,1.9476
16402,37.97,-121.2,6.0582
16433,38.11,-121.23,3.6312
887,37.55,-121.99,2.9074
6261,34.04,-117.96,3.1591
6989,33.97,-118.04,2.6082
6043,34.05,-117.74,2.1354
10808,33.64,-117.93,2.7143
1424,37.98,-122.03,1.3894
16523,37.8,-121.2,3.7546
15924,37.72,-122.44,4.3125
112,37.82,-122.25,3.0233
8160,33.81,-118.13,4.325
19292,38.41,-122.84,4.125
16199,37.95,-121.27,1.7212
4559,34.05,-118.26,4.0972
18203,37.38,-122.05,3.5649
11442,33.72,-117.98,6.0494
11254,33.81,-117.99,4.1667
18495,37.01,-121.57,2.0625
8566,33.93,-118.42,4.9286
16311,38.0,-121.34,4.0444
10758,33.65,-117.86,5.4284
16835,37.58,-122.51,2.2375
3731,34.18,-118.41,4.7171
19576,37.7,-120.64,1.8958
4986,34.0,-118.3,2.0
2763,32.93,-115.88,4.0208
13794,34.66,-117.5,2.0184
18898,38.11,-122.25,2.6133
1855,41.73,-124.22,1.7038
15599,32.64,-116.2,1.4648
12812,38.61,-121.53,3.6788
999,37.69,-121.82,4.9375
389,37.89,-122.29,3.1375
11599,33.79,-118.09,6.6312
6426,34.13,-117.99,2.9605
10578,33.64,-117.69,5.7559
19776,39.86,-122.23,1.8375
8112,33.79,-118.2,3.0135
4997,33.99,-118.28,1.275
14211,32.68,-117.06,2.85
19821,36.48,-119.45,3.1719
4796,34.03,-118.35,2.2273
4769,34.04,-118.35,2.4635
11065,33.79,-117.88,5.1418
4173,34.1,-118.23,2.2788
19767,40.02,-122.06,2.3043
1907,38.86,-120.04,3.7891
4946,34.02,-118.3,1.2446
8560,33.92,-118.41,4.5729
6033,34.08,-117.73,3.8438
7619,33.83,-118.24,4.8438
1151,39.53,-121.56,1.5771
18832,41.7,-122.92,2.3571
9689,36.7,-121.65,3.0827
7106,33.9,-118.01,4.6094
19464,37.69,-120.97,3.4667
4287,34.1,-118.3,1.7083
2230,36.84,-119.77,3.2569
174,37.8,-122.24,2.2697
8752,33.82,-118.36,5.7765
3408,34.26,-118.31,5.76
1538,37.89,-122.02,7.5
2292,36.8,-119.76,2.2094
9523,39.15,-123.1,3.8333
1363,38.02,-122.14,2.0523
4357,34.08,-118.36,1.9937
680,37.68,-122.15,4.2841
13050,38.59,-121.32,2.5035
3664,34.23,-118.37,3.6
508,37.84,-122.3,4.0018
166,37.8,-122.25,1.6121
13689,34.14,-117.2,3.1513
18838,41.72,-122.65,1.8533
1914,38.91,-120.1,1.875
7263,33.99,-118.23,2.1912
10728,33.6,-117.88,8.8742
1104,39.86,-121.59,2.8657
12067,33.85,-117.58,5.2861
2610,40.88,-123.98,2.6923
9944,38.16,-122.26,4.0337
5310,34.06,-118.43,7.2675
17992,37.29,-121.95,3.4505
11108,33.85,-117.89,3.875
11156,33.84,-117.98,4.6042
152,37.8,-122.23,3.1603
13422,34.04,-117.46,4.2429
2832,35.38,-119.01,1.4427
20537,38.54,-121.73,1.0633
17408,34.97,-120.54,1.8185
3551,34.23,-118.66,6.1288
20401,34.21,-118.85,3.4773
19139,38.33,-122.71,3.6953
12541,38.56,-121.49,3.6729
4538,34.03,-118.2,1.925
14367,32.74,-117.24,5.5289
18778,40.42,-122.25,2.8611
10014,39.25,-121.18,4.3646
12278,33.89,-117.03,3.125
17968,37.31,-121.99,5.7833
15088,32.81,-116.91,5.4834
19637,37.48,-120.96,2.9844
5141,33.96,-118.27,1.0208
11814,38.95,-121.11,1.8238
19320,38.48,-123.01,1.3712
3450,34.33,-118.43,5.901
16589,37.74,-121.43,1.725
13156,36.86,-121.42,2.6818
2749,32.76,-115.56,4.4821
12707,38.61,-121.4,4.1488
13131,38.25,-121.3,2.5727
12251,33.76,-116.99,2.1722
10179,33.86,-117.96,4.2937
5810,34.13,-118.26,2.6673
5634,33.74,-118.28,1.5394
11580,33.77,-118.03,5.635
13926,34.89,-114.65,1.6991
19780,41.15,-122.68,3.631
1380,38.0,-122.09,5.2015
19233,38.47,-122.66,4.75
14901,32.61,-117.06,2.0571
3832,34.2,-118.44,2.7375
19328,38.48,-122.87,3.5085
4776,34.04,-118.33,2.5927
4276,34.1,-118.31,1.625
4958,34.01,-118.29,2.3942
20239,34.27,-119.28,3.0089
18196,37.39,-122.01,5.6447
16662,35.28,-120.69,2.2847
7415,33.94,-118.22,2.6538
3252,36.04,-120.14,2.9708
17511,37.34,-121.92,3.6389
16673,35.19,-120.81,3.7635
18667,37.0,-121.86,5.502999999999999
18393,37.27,-121.86,5.6139
14300,32.71,-117.14,1.8456
15523,33.13,-117.05,2.3762
14270,32.69,-117.12,2.0673
12327,33.96,-116.51,1.4665
11546,33.74,-118.04,5.3559
15639,37.8,-122.42,4.3472
15042,32.78,-116.97,4.7943
14208,32.69,-117.04,3.5437
2468,36.64,-119.89,2.975
18488,36.97,-121.59,5.7396
16654,35.27,-120.65,2.6208
11757,38.75,-121.18,4.7941
13869,34.41,-117.31,1.5288
16998,37.54,-122.27,7.3644
9583,37.32,-120.5,2.75
6696,34.14,-118.1,3.5804
3180,36.31,-119.78,3.1667
15089,32.8,-116.92,3.5586
8275,33.78,-118.16,2.127
9065,34.65,-118.14,4.6591
11030,33.79,-117.84,2.378
18420,37.26,-121.83,5.5875
4557,34.05,-118.25,0.8131
7812,33.89,-118.1,3.5865
12839,38.7,-121.47,3.625
6297,34.02,-117.9,5.0704
20498,34.29,-118.7,6.1834
14534,32.93,-117.14,4.2109
20340,34.23,-119.03,5.2773
1132,39.76,-121.62,1.7788
10642,33.55,-117.8,4.1304
10521,33.55,-117.69,6.0743
18043,37.21,-121.95,10.0187
19806,40.07,-123.41,0.8362
2871,35.37,-118.94,2.875
12996,38.68,-121.25,4.9688
1772,37.95,-122.36,2.7714
10593,33.69,-117.8,6.8219
1913,39.01,-120.06,4.0714
14212,32.68,-117.06,2.0959
9256,36.96,-120.05,1.4267
12602,38.54,-121.47,1.4138
14188,32.71,-117.06,3.8687
15417,33.21,-117.27,4.4531
1105,39.83,-121.58,2.2419
17076,37.48,-122.2,1.9844
18339,37.44,-122.14,6.6756
4956,34.01,-118.31,1.8214
8307,33.71,-118.14,5.1815
20071,37.99,-120.38,2.3571
3696,34.21,-118.37,3.7455
7778,33.91,-118.08,2.8608
17595,37.31,-121.89,3.3682
628,37.71,-122.19,5.5461
2451,36.51,-119.56,1.6635
17504,37.35,-121.89,3.2083
20602,39.13,-121.56,1.5085
2176,36.76,-119.85,1.8214
17635,37.28,-121.92,7.9819
2787,37.37,-118.45,4.337
12297,33.93,-116.9,2.2321
1196,39.34,-121.67,2.6607
7618,33.84,-118.23,5.3307
4444,34.07,-118.22,2.0133
11128,33.85,-117.93,1.9621
15514,33.17,-117.06,4.4477
5722,34.18,-118.23,6.207000000000001
18285,37.37,-122.1,8.3924
10695,33.61,-117.74,3.7422
4967,34.01,-118.29,1.0539
10410,33.65,-117.59,4.5022
4009,34.17,-118.57,3.1875
15515,33.17,-117.1,5.4819
3583,34.23,-118.55,2.8727
20428,34.23,-118.83,8.7288
12424,33.64,-116.11,2.0871
8277,33.78,-118.16,3.1739
3667,34.24,-118.4,4.775
12474,38.58,-121.47,2.6976
12782,38.64,-121.44,1.125
10211,33.89,-117.91,7.875
3423,34.27,-118.42,3.3214
10717,33.65,-117.83,3.7875
8199,33.79,-118.14,3.4833
19157,38.36,-122.69,2.4827
5366,34.04,-118.39,5.5951
17313,34.75,-120.18,3.7958
2895,35.37,-118.98,1.1638
14122,32.74,-117.1,2.3641
1296,37.99,-121.81,5.1435
3642,34.22,-118.46,2.6299
17762,37.34,-121.83,4.087
18963,38.27,-122.04,3.1853
20335,34.24,-118.94,8.9063
20146,34.35,-119.08,3.2757
8548,33.88,-118.34,3.2589
5451,34.01,-118.46,5.6428
10685,33.63,-117.73,5.5137
15449,33.17,-117.3,4.1807
7866,33.9,-118.12,4.125
12867,38.68,-121.35,3.5403
14607,32.82,-117.18,4.5625
9797,36.57,-121.92,4.174
11755,38.73,-121.2,7.7499
13979,34.14,-116.76,0.536
9738,36.77,-121.75,3.2937
14385,32.73,-117.25,4.5938
6474,34.09,-118.07,4.0987
8811,33.76,-118.31,6.5704
492,37.86,-122.25,1.7652
11691,33.87,-117.99,3.0147
18527,36.97,-122.04,5.2128
1116,39.77,-121.61,2.963
5637,33.75,-118.3,4.2308
5085,33.98,-118.28,1.9564
1757,37.95,-122.33,3.7708
11486,33.72,-117.99,4.2875
17809,37.4,-121.87,6.9584
19673,37.51,-120.84,3.8958
6353,34.14,-117.95,3.0380000000000003
20540,38.54,-121.72,3.1908
20622,39.0,-121.44,2.4167
3644,34.22,-118.46,2.8710000000000004
14350,32.74,-117.21,2.2982
12001,33.95,-117.55,5.9333
11185,33.83,-117.95,5.0599
1696,38.0,-122.27,6.1576
2295,36.8,-119.75,2.3333
14794,32.58,-117.12,3.0217
14696,32.79,-117.09,4.0982
5939,34.14,-117.9,3.3043
19606,37.5,-121.04,3.1875
9968,38.51,-122.47,3.4904
11033,33.79,-117.81,3.75
3313,39.01,-122.75,3.4187
14824,32.66,-117.11,1.625
9784,36.16,-121.39,3.0526
9915,38.33,-122.31,3.6042
215,37.79,-122.22,2.7969
1072,39.74,-121.83,2.575
8682,33.87,-118.34,3.6988
7006,33.98,-118.07,3.2093
13379,34.14,-117.61,5.5198
8652,33.86,-118.4,5.1677
13705,34.12,-117.22,2.3725
15384,33.36,-117.1,3.2614
25,37.85,-122.28,2.4038
20066,38.0,-120.39,3.212
10601,33.67,-117.81,7.7589
7659,33.84,-118.22,4.0219
13401,34.13,-117.45,3.6417
5690,34.23,-118.24,5.3473
9744,36.72,-121.68,3.2652
19847,36.45,-119.23,2.1205
